Fecha	Empleado	Producto	Cantidad	Precio Unitario
2019-06-18	Pedro	Producto A	57	98.99564871732967
2019-06-19	Luis	Producto B	18	53.490886828789165
2019-06-20	María	Producto A	51	98.82063508494677
2019-06-21	Diego	Producto A	48	77.9112425085163
2019-06-22	Elena	Producto A	66	32.37443961519757
2019-06-23	Elena	Producto B	96	58.45554813582619
2019-06-24	Juan	Producto C	8	99.29220755307244
2019-06-25	Ana	Producto C	22	87.17775469767314
2019-06-26	Luis	Producto C	6	18.7630204412099
2019-06-27	Sofía	Producto B	76	73.57347971289965
2019-06-28	Elena	Producto C	57	41.10216272837317
2019-06-29	Diego	Producto B	36	10.628403569231331
2019-06-30	María	Producto C	79	46.31328721242996
2019-07-01	Elena	Producto C	92	31.127897955247416
2019-07-02	María	Producto A	57	83.69823434684244
2019-07-03	Carlos	Producto B	49	40.35975479611889
2019-07-04	Carlos	Producto A	45	84.47713245584353
2019-07-05	Ana	Producto A	82	10.053814495131578
2019-07-06	Pedro	Producto A	66	37.70372350235073
2019-07-07	Sofía	Producto B	77	31.704869287698575
2019-07-08	Juan	Producto B	45	31.021062496174988
2019-07-09	Ana	Producto C	79	16.136795778891642
2019-07-10	Laura	Producto A	20	26.841184336945155
2019-07-11	Juan	Producto C	64	59.99946128970579
2019-07-12	Luis	Producto A	93	36.222496555397
2019-07-13	Diego	Producto B	93	47.565530409623314
2019-07-14	Laura	Producto B	67	43.918019231246966
2019-07-15	Laura	Producto B	83	88.83144324999051
2019-07-16	Ana	Producto A	3	91.47690991094639
2019-07-17	Pedro	Producto B	54	54.3661274490274
2019-07-18	Ana	Producto A	78	39.714035528404395
2019-07-19	Luis	Producto C	64	19.612063360212726
2019-07-20	Elena	Producto A	40	95.80625914438855
2019-07-21	Elena	Producto C	59	15.420425041026771
2019-07-22	Pedro	Producto A	55	36.788524981145244
2019-07-23	Luis	Producto C	62	36.82595810530037
2019-07-24	Pedro	Producto B	4	38.83611575261934
2019-07-25	María	Producto C	60	24.785815894516837
2019-07-26	Elena	Producto B	75	80.48452878313275
2019-07-27	Laura	Producto B	95	21.02480757693903
2019-07-28	Sofía	Producto C	96	67.14159932378465
2019-07-29	Diego	Producto A	91	21.14614240352357
2019-07-30	Luis	Producto A	30	16.34820738336609
2019-07-31	Juan	Producto A	2	91.84865533172888
2019-08-01	Pedro	Producto A	62	27.11158896868351
2019-08-02	Diego	Producto A	49	83.91251391037339
2019-08-03	Juan	Producto B	9	59.01677839964222
2019-08-04	Diego	Producto A	92	17.007086764789264
2019-08-05	Sofía	Producto B	31	95.99033722942607
2019-08-06	Juan	Producto B	98	32.22650502927033
2019-08-07	Ana	Producto B	61	87.36808108173459
2019-08-08	Carlos	Producto C	79	25.192900520610777
2019-08-09	Ana	Producto C	48	86.85485939276676
2019-08-10	Elena	Producto B	25	11.190593161476459
2019-08-11	Carlos	Producto C	36	56.06024109125326
2019-08-12	Ana	Producto A	8	79.24983214794011
2019-08-13	Carlos	Producto A	73	94.1315965743505
2019-08-14	Carlos	Producto B	58	91.82819225858384
2019-08-15	Laura	Producto A	45	83.76623825928804
2019-08-16	Pedro	Producto B	62	89.93722146951737
2019-08-17	Pedro	Producto B	39	27.929771725336884
2019-08-18	Laura	Producto A	96	35.576586614055586
2019-08-19	Diego	Producto C	58	36.007167242895264
2019-08-20	María	Producto A	81	43.93485379015289
2019-08-21	Diego	Producto A	99	45.398860334666985
2019-08-22	Juan	Producto B	83	59.00997921892079
2019-08-23	Juan	Producto B	64	24.389178702979727
2019-08-24	Carlos	Producto B	44	72.21219974073904
2019-08-25	Ana	Producto B	29	25.080988537405585
2019-08-26	Ana	Producto C	59	37.92776338940928
2019-08-27	Pedro	Producto C	71	55.301061754553864
2019-08-28	Luis	Producto C	92	81.67965053711296
2019-08-29	Diego	Producto B	9	76.55223099148546
2019-08-30	Elena	Producto B	92	68.09809207694701
2019-08-31	Sofía	Producto B	6	24.019593452215314
2019-09-01	Ana	Producto C	29	59.234081105402
2019-09-02	Sofía	Producto B	58	17.87018516198969
2019-09-03	Carlos	Producto A	17	43.96268591169857
2019-09-04	Sofía	Producto A	16	47.216487726096325
2019-09-05	Elena	Producto B	87	13.583029550117844
2019-09-06	Laura	Producto A	95	34.658928952297465
2019-09-07	Elena	Producto A	3	96.00845205398404
2019-09-08	Sofía	Producto C	21	95.82693470467206
2019-09-09	Elena	Producto B	64	41.70943488272854
2019-09-10	María	Producto B	90	13.879009805349165
2019-09-11	Carlos	Producto C	36	26.118544539536337
2019-09-12	Diego	Producto A	86	45.299601409018614
2019-09-13	Laura	Producto A	62	95.30017281723067
2019-09-14	Ana	Producto B	42	22.70791571834664
2019-09-15	Juan	Producto A	76	78.7164259301391
2019-09-16	Diego	Producto C	42	19.781428543722285
2019-09-17	Juan	Producto C	61	98.31318196521491
2019-09-18	Carlos	Producto B	13	44.34548491982215
2019-09-19	Laura	Producto C	11	79.77110850091505
2019-09-20	Pedro	Producto C	54	40.833197453001866
2019-09-21	Ana	Producto B	16	66.49019894429279
2019-09-22	María	Producto C	8	27.281447626603306
2019-09-23	Pedro	Producto C	59	23.141891736726627
2019-09-24	Carlos	Producto C	57	94.42577256113182
2019-09-25	Diego	Producto A	40	92.58825501139901
2019-09-26	María	Producto B	59	89.87220461915942
2019-09-27	Elena	Producto B	2	66.28901051499341
2019-09-28	Sofía	Producto B	94	82.74413900946504
2019-09-29	María	Producto A	94	16.21332432202374
2019-09-30	Carlos	Producto A	76	40.131013770161125
2019-10-01	Luis	Producto B	10	38.233281228144065
2019-10-02	Sofía	Producto A	44	67.20807897573519
2019-10-03	Juan	Producto B	11	42.03619961235765
2019-10-04	Ana	Producto A	79	23.365610347931273
2019-10-05	Juan	Producto C	80	63.682036787218934
2019-10-06	María	Producto C	81	83.29455286021734
2019-10-07	Juan	Producto B	90	44.39111450139759
2019-10-08	Carlos	Producto A	2	21.904184358863354
2019-10-09	Elena	Producto A	50	27.701937758154074
2019-10-10	Diego	Producto C	12	31.373497465244558
2019-10-11	Ana	Producto C	90	36.990783369508264
2019-10-12	Juan	Producto A	23	67.85155634556781
2019-10-13	Juan	Producto A	18	64.08509360839471
2019-10-14	María	Producto A	62	72.64718754103353
2019-10-15	Diego	Producto A	96	42.62517860783618
2019-10-16	Pedro	Producto A	62	84.15978866919805
2019-10-17	Juan	Producto A	38	28.367889504018425
2019-10-18	Carlos	Producto B	67	52.213667276633856
2019-10-19	Luis	Producto A	38	82.08448493872872
2019-10-20	Ana	Producto C	67	26.21427829593573
2019-10-21	Juan	Producto B	94	19.887680236670466
2019-10-22	Carlos	Producto A	61	89.53155709191907
2019-10-23	Carlos	Producto C	1	40.86366964832763
2019-10-24	Ana	Producto B	94	71.54831124181288
2019-10-25	Pedro	Producto C	45	12.281374383754464
2019-10-26	Carlos	Producto A	96	72.10421995685047
2019-10-27	Luis	Producto A	28	38.44911803922734
2019-10-28	Carlos	Producto A	21	15.016676822869757
2019-10-29	Carlos	Producto A	13	64.88314853933053
2019-10-30	Carlos	Producto B	27	31.672343446585593
2019-10-31	Elena	Producto B	7	44.8126517846692
2019-11-01	Elena	Producto C	22	17.252273105786223
2019-11-02	Pedro	Producto A	74	23.24469259854508
2019-11-03	Juan	Producto C	53	36.817951194625934
2019-11-04	Carlos	Producto B	79	18.078355050414142
2019-11-05	Diego	Producto A	79	91.97436382176836
2019-11-06	Juan	Producto A	4	10.544233886558057
2019-11-07	Pedro	Producto B	96	53.54741969778803
2019-11-08	Laura	Producto B	23	21.09227123192963
2019-11-09	Juan	Producto B	70	37.69111805301537
2019-11-10	Juan	Producto B	88	93.3453603836439
2019-11-11	Sofía	Producto B	84	24.552509794658818
2019-11-12	María	Producto A	84	96.92490877464994
2019-11-13	Sofía	Producto B	76	28.521493929047953
2019-11-14	Luis	Producto A	33	76.74094976201467
2019-11-15	Elena	Producto A	28	59.200953840758054
2019-11-16	Elena	Producto B	8	89.60308548370833
2019-11-17	María	Producto B	1	59.85939299528179
2019-11-18	Ana	Producto A	37	58.11032972406778
2019-11-19	Ana	Producto B	63	27.59122003315599
2019-11-20	Pedro	Producto B	22	24.960642584649285
2019-11-21	María	Producto B	70	92.48402360039628
2019-11-22	Juan	Producto C	21	39.50543789650307
2019-11-23	Ana	Producto A	96	43.48740294666064
2019-11-24	Carlos	Producto C	35	78.38412925855495
2019-11-25	Diego	Producto B	79	40.49411341805266
2019-11-26	Juan	Producto C	5	95.68562019751025
2019-11-27	Luis	Producto B	60	76.41349920989202
2019-11-28	Carlos	Producto C	46	63.7686318316078
2019-11-29	Carlos	Producto B	50	89.28056444902772
2019-11-30	María	Producto C	48	14.464531751453448
2019-12-01	Pedro	Producto C	6	33.13564229702879
2019-12-02	Luis	Producto C	89	51.853270079881895
2019-12-03	Ana	Producto A	56	30.42806855243689
2019-12-04	María	Producto C	59	76.95146685719368
2019-12-05	Ana	Producto A	29	92.72872279483526
2019-12-06	María	Producto B	71	48.1393107937831
2019-12-07	María	Producto C	77	40.79193401007055
2019-12-08	María	Producto B	18	96.53956589238096
2019-12-09	Pedro	Producto B	2	50.03671895447867
2019-12-10	María	Producto C	8	54.01435604043549
2019-12-11	Laura	Producto A	75	41.648488510771486
2019-12-12	Diego	Producto C	97	91.85936257109245
2019-12-13	Ana	Producto B	54	61.20599349536657
2019-12-14	Juan	Producto B	38	78.59571284634802
2019-12-15	Sofía	Producto C	48	83.06260465157978
2019-12-16	Luis	Producto A	27	40.766413772553236
2019-12-17	Elena	Producto A	20	49.03248981883421
2019-12-18	Pedro	Producto B	12	86.36245969656382
2019-12-19	Juan	Producto B	43	42.69298165082292
2019-12-20	Carlos	Producto A	61	81.45416201066662
2019-12-21	Laura	Producto C	31	94.68930903169934
2019-12-22	Elena	Producto B	91	66.08893357612062
2019-12-23	Sofía	Producto A	96	76.74645587067
2019-12-24	Juan	Producto B	61	82.45875808370214
2019-12-25	Elena	Producto C	74	86.05356840069783
2019-12-26	Juan	Producto A	67	45.554800407111635
2019-12-27	Laura	Producto B	91	14.613711325839835
2019-12-28	Sofía	Producto C	35	46.16886441130656
2019-12-29	Carlos	Producto B	95	70.63806068056809
2019-12-30	María	Producto C	15	50.53153472027135
2019-12-31	Ana	Producto C	16	77.40668357743587
2020-01-01	Carlos	Producto A	13	42.12841865217975
2020-01-02	María	Producto C	35	67.12697269936265
2020-01-03	Pedro	Producto B	75	26.777782436857713
2020-01-04	Diego	Producto C	59	77.44324929804613
2020-01-05	Luis	Producto C	21	59.112637193172326
2020-01-06	Luis	Producto A	54	28.365794969194052
2020-01-07	Ana	Producto C	75	36.27200561480265
2020-01-08	Sofía	Producto C	30	77.3747837723649
2020-01-09	Laura	Producto B	48	53.43411120953686
2020-01-10	Sofía	Producto A	35	29.442829635376498
2020-01-11	Laura	Producto A	86	97.05440713332679
2020-01-12	Sofía	Producto A	38	74.36125178351992
2020-01-13	Diego	Producto C	31	96.14213492858165
2020-01-14	Pedro	Producto A	78	48.43945408243089
2020-01-15	Pedro	Producto C	24	52.759030662254844
2020-01-16	María	Producto C	49	90.81596945665173
2020-01-17	Elena	Producto B	96	57.254440622084616
2020-01-18	Pedro	Producto B	32	73.65510207151004
2020-01-19	Pedro	Producto B	55	32.6955589745977
2020-01-20	Carlos	Producto B	79	50.205382183237646
2020-01-21	Carlos	Producto B	58	21.11048792293196
2020-01-22	María	Producto C	99	28.53820322892655
2020-01-23	Elena	Producto C	3	10.084907374086798
2020-01-24	Ana	Producto A	80	13.533854648379421
2020-01-25	Carlos	Producto C	69	97.95554408592363
2020-01-26	Ana	Producto C	85	31.811832562308606
2020-01-27	Juan	Producto B	10	69.69796385536017
2020-01-28	Carlos	Producto C	83	85.51897289196503
2020-01-29	Diego	Producto B	25	59.559441331290785
2020-01-30	Elena	Producto A	68	23.783005007556056
2020-01-31	María	Producto A	61	75.53047936025497
2020-02-01	Juan	Producto C	29	64.02262690896248
2020-02-02	Elena	Producto A	19	75.81255304126375
2020-02-03	Diego	Producto C	43	79.27719605713784
2020-02-04	Elena	Producto A	66	97.78693309162706
2020-02-05	Diego	Producto B	74	61.6206952024039
2020-02-06	Diego	Producto B	61	40.747700142154166
2020-02-07	Ana	Producto B	43	68.36181012102134
2020-02-08	Sofía	Producto B	25	16.15966383183635
2020-02-09	Juan	Producto C	20	90.76575864894276
2020-02-10	Elena	Producto A	48	20.74429102043771
2020-02-11	Laura	Producto C	83	39.505855409723644
2020-02-12	Juan	Producto B	87	83.41708425635088
2020-02-13	Sofía	Producto C	24	63.75811404976407
2020-02-14	Juan	Producto A	11	45.42719682496979
2020-02-15	Pedro	Producto C	98	52.60920934375193
2020-02-16	Laura	Producto A	55	86.90926538819623
2020-02-17	Sofía	Producto C	28	40.60039474539029
2020-02-18	Ana	Producto A	69	88.26847163309542
2020-02-19	Elena	Producto A	63	17.932098787902234
2020-02-20	Luis	Producto B	59	79.91185934877677
2020-02-21	Sofía	Producto A	5	86.27928697492626
2020-02-22	María	Producto B	51	26.36358875536049
2020-02-23	Elena	Producto B	21	48.73118791349804
2020-02-24	Sofía	Producto B	12	24.894979719729008
2020-02-25	Pedro	Producto C	50	73.5943716094796
2020-02-26	Luis	Producto C	4	58.1812991255491
2020-02-27	Pedro	Producto C	42	67.1791012037489
2020-02-28	Luis	Producto C	84	27.683827026059003
2020-02-29	María	Producto A	38	29.057127584717758
2020-03-01	Elena	Producto A	25	13.734759295891573
2020-03-02	Ana	Producto C	14	38.98607816761567
2020-03-03	Pedro	Producto A	75	60.37701952003074
2020-03-04	Pedro	Producto A	32	87.2141422597596
2020-03-05	Diego	Producto B	11	70.02347027128127
2020-03-06	Luis	Producto B	61	49.18566910597763
2020-03-07	Carlos	Producto B	18	95.7808102954724
2020-03-08	Elena	Producto B	27	74.73206805182487
2020-03-09	Luis	Producto A	55	93.7148682576295
2020-03-10	Diego	Producto C	54	57.48291759449491
2020-03-11	Juan	Producto A	82	33.30138473138256
2020-03-12	Luis	Producto A	87	14.754401772824979
2020-03-13	Ana	Producto A	75	75.34763663354654
2020-03-14	Elena	Producto B	21	20.91726982049807
2020-03-15	Diego	Producto B	44	37.249761544477046
2020-03-16	Juan	Producto B	5	57.92238170955076
2020-03-17	Laura	Producto C	87	60.79749290017729
2020-03-18	Diego	Producto A	41	64.05248772884224
2020-03-19	Laura	Producto C	59	24.962979731473055
2020-03-20	Elena	Producto B	89	44.17636643394839
2020-03-21	Pedro	Producto C	54	65.54748044052701
2020-03-22	Diego	Producto A	74	97.28369781704063
2020-03-23	María	Producto A	22	75.48680239297198
2020-03-24	Laura	Producto B	83	93.0343381384562
2020-03-25	Ana	Producto B	65	78.59908524827594
2020-03-26	María	Producto C	64	63.25452720031604
2020-03-27	Sofía	Producto B	71	27.282103222271008
2020-03-28	Sofía	Producto B	4	70.00170867032617
2020-03-29	Juan	Producto A	65	66.10416093639164
2020-03-30	Pedro	Producto B	15	64.22222534115397
2020-03-31	Elena	Producto B	76	54.080728118941664
2020-04-01	Diego	Producto A	22	57.579094359034805
2020-04-02	Carlos	Producto A	86	40.09982744062937
2020-04-03	Ana	Producto C	47	56.73814233780728
2020-04-04	Laura	Producto B	81	27.780031511063044
2020-04-05	Elena	Producto A	93	82.46569576243391
2020-04-06	María	Producto C	46	26.719925922883704
2020-04-07	Sofía	Producto C	14	17.646966090051976
2020-04-08	Ana	Producto B	50	49.26214237214416
2020-04-09	Carlos	Producto B	20	69.24766955554557
2020-04-10	Diego	Producto C	50	49.39451424401872
2020-04-11	Juan	Producto A	33	34.90787187561777
2020-04-12	Carlos	Producto C	59	60.235406550139665
2020-04-13	Ana	Producto B	43	41.230210187097995
2020-04-14	Carlos	Producto A	79	93.95809211139698
2020-04-15	Ana	Producto A	12	93.03806256432149
2020-04-16	Ana	Producto C	40	55.21346379748859
2020-04-17	Luis	Producto B	20	39.50955946164326
2020-04-18	Laura	Producto C	94	76.34191725609752
2020-04-19	Sofía	Producto C	38	13.304164913475997
2020-04-20	Luis	Producto C	3	52.72921054392861
2020-04-21	Diego	Producto A	28	40.26910548433002
2020-04-22	Luis	Producto A	56	92.84822965922992
2020-04-23	Pedro	Producto B	90	11.08027245454143
2020-04-24	Pedro	Producto B	94	59.753338814651414
2020-04-25	Sofía	Producto C	13	76.65972229599635
2020-04-26	Carlos	Producto C	77	53.65161887716371
2020-04-27	Laura	Producto C	66	17.68627271464495
2020-04-28	Sofía	Producto B	37	97.5215251025112
2020-04-29	Ana	Producto A	49	56.62093882384881
2020-04-30	María	Producto A	66	65.27676198871103
2020-05-01	Laura	Producto C	36	31.29488044367566
2020-05-02	Laura	Producto C	54	53.514827659612344
2020-05-03	Ana	Producto C	26	48.623454276248964
2020-05-04	Ana	Producto C	75	16.740625780178537
2020-05-05	Juan	Producto B	72	19.55443181927205
2020-05-06	Sofía	Producto A	40	85.37252676568971
2020-05-07	Ana	Producto C	43	31.58379569859312
2020-05-08	Pedro	Producto B	22	27.546244434876748
2020-05-09	Diego	Producto C	20	55.44203061251253
2020-05-10	María	Producto C	8	79.18724182262616
2020-05-11	Sofía	Producto A	29	15.575186672108913
2020-05-12	Elena	Producto C	40	61.912712767443026
2020-05-13	Pedro	Producto A	90	20.728939855651603
2020-05-14	Carlos	Producto A	30	13.281494574305661
2020-05-15	Ana	Producto A	81	14.746955694599565
2020-05-16	Elena	Producto B	84	85.07476973875973
2020-05-17	Ana	Producto B	55	20.61752352652554
2020-05-18	Laura	Producto A	16	14.063622797106277
2020-05-19	Pedro	Producto C	46	49.41098984286211
2020-05-20	Laura	Producto A	62	85.95941247478223
2020-05-21	Juan	Producto C	7	33.61675388403717
2020-05-22	Laura	Producto A	80	47.95413557733247
2020-05-23	Juan	Producto C	45	13.593027930737609
2020-05-24	Juan	Producto B	59	50.417066272138825
2020-05-25	Elena	Producto C	56	61.98517725734203
2020-05-26	Ana	Producto A	48	61.38163483769303
2020-05-27	Carlos	Producto B	27	39.918402295692864
2020-05-28	Laura	Producto C	53	38.3979862596822
2020-05-29	Pedro	Producto C	87	19.59612570429381
2020-05-30	Juan	Producto C	88	43.01184885816416
2020-05-31	Ana	Producto C	73	18.95452019856682
2020-06-01	María	Producto C	35	78.99363502408464
2020-06-02	Sofía	Producto B	51	96.96468679733673
2020-06-03	Elena	Producto B	84	97.30670110000362
2020-06-04	Carlos	Producto B	37	87.85639894378545
2020-06-05	Luis	Producto B	81	64.07129344056571
2020-06-06	Elena	Producto A	95	73.07791275194919
2020-06-07	María	Producto B	57	35.66852224123727
2020-06-08	Sofía	Producto C	8	66.76933781553586
2020-06-09	María	Producto C	79	51.00845944958897
2020-06-10	Laura	Producto B	95	53.38156057992393
2020-06-11	Juan	Producto C	94	78.19989043376421
2020-06-12	Carlos	Producto B	20	35.37265200375265
2020-06-13	Diego	Producto C	53	38.62356505250679
2020-06-14	Juan	Producto A	12	93.2177612015773
2020-06-15	Diego	Producto A	49	15.060186536587501
2020-06-16	Sofía	Producto B	17	53.707086857200636
2020-06-17	Ana	Producto B	64	92.15207203670755
2020-06-18	Luis	Producto B	42	64.93267070363413
2020-06-19	Pedro	Producto C	94	59.176636679091885
2020-06-20	Juan	Producto B	29	32.47697613064197
2020-06-21	Carlos	Producto A	19	40.89479401580034
2020-06-22	María	Producto C	11	86.68435742242237
2020-06-23	Carlos	Producto B	98	60.32963185916123
2020-06-24	Sofía	Producto C	50	56.32679743811019
2020-06-25	Diego	Producto C	71	18.962174218602605
2020-06-26	María	Producto B	58	11.442534080961082
2020-06-27	Pedro	Producto C	34	96.73166698183442
2020-06-28	Pedro	Producto A	20	43.92875505581575
2020-06-29	Juan	Producto A	50	64.28917558895539
2020-06-30	Sofía	Producto C	88	17.174356586855648
2020-07-01	Ana	Producto B	10	71.48028571507419
2020-07-02	Sofía	Producto C	32	93.93100378353648
2020-07-03	Diego	Producto A	52	61.80987276976777
2020-07-04	Carlos	Producto C	15	21.35037901378695
2020-07-05	Pedro	Producto C	84	62.3549374726129
2020-07-06	Carlos	Producto A	3	78.97124917941872
2020-07-07	Carlos	Producto C	37	46.57748829166168
2020-07-08	Carlos	Producto C	40	89.1853973147321
2020-07-09	Pedro	Producto B	72	68.38146580216281
2020-07-10	Elena	Producto B	40	90.93240264602822
2020-07-11	Laura	Producto A	56	66.11547801226035
2020-07-12	Diego	Producto A	23	21.81591748043418
2020-07-13	Elena	Producto A	11	37.87225399946702
2020-07-14	Diego	Producto B	64	28.161545342721123
2020-07-15	María	Producto A	8	91.79438479451761
2020-07-16	Sofía	Producto A	93	78.43600605587343
2020-07-17	Sofía	Producto A	94	70.87585320190055
2020-07-18	Luis	Producto B	56	37.086968766845956
2020-07-19	Sofía	Producto C	60	26.564029484519217
2020-07-20	Pedro	Producto A	10	78.08059791900206
2020-07-21	Ana	Producto C	39	52.67421512911717
2020-07-22	Juan	Producto A	28	30.32105969355662
2020-07-23	Luis	Producto C	49	65.49597803487475
2020-07-24	Juan	Producto B	36	13.630046692460677
2020-07-25	Diego	Producto B	13	39.35532287154282
2020-07-26	Juan	Producto A	96	52.17012951320212
2020-07-27	Juan	Producto C	36	23.316250069846525
2020-07-28	Luis	Producto B	26	98.61890298317556
2020-07-29	María	Producto A	86	28.818762813065284
2020-07-30	Carlos	Producto A	4	21.7317817038939
2020-07-31	Sofía	Producto B	95	28.318138649820675
2020-08-01	Sofía	Producto B	82	79.21550198437518
2020-08-02	Pedro	Producto A	64	48.295509334465855
2020-08-03	Luis	Producto C	38	60.88743457772842
2020-08-04	Pedro	Producto C	88	11.890824128772467
2020-08-05	Ana	Producto C	87	13.09881777159831
2020-08-06	Ana	Producto A	22	50.124299484431454
2020-08-07	Pedro	Producto B	2	83.49897188814612
2020-08-08	Luis	Producto A	31	89.67149908368087
2020-08-09	Pedro	Producto B	11	17.80359108360762
2020-08-10	Sofía	Producto C	92	58.45267918909205
2020-08-11	Elena	Producto C	46	92.19067176513434
2020-08-12	Laura	Producto B	96	44.917547895809776
2020-08-13	Juan	Producto B	62	84.66092482855318
2020-08-14	Laura	Producto A	69	22.03260889594926
2020-08-15	Luis	Producto C	64	94.18550407010189
2020-08-16	Laura	Producto A	10	77.62809857781724
2020-08-17	Ana	Producto A	40	94.72009535082115
2020-08-18	Diego	Producto A	24	70.89555101972559
2020-08-19	Juan	Producto C	99	42.70635387994843
2020-08-20	Carlos	Producto A	44	94.43630552722502
2020-08-21	Luis	Producto A	60	34.80100986782607
2020-08-22	Juan	Producto A	62	39.89552698555593
2020-08-23	Laura	Producto A	87	73.07275762015664
2020-08-24	Ana	Producto A	17	78.87846695728476
2020-08-25	María	Producto A	65	93.64631354642384
2020-08-26	Elena	Producto C	95	28.432216815058855
2020-08-27	Carlos	Producto A	95	81.81982316973016
2020-08-28	Elena	Producto B	57	76.46914480572671
2020-08-29	Juan	Producto A	55	15.741510062823808
2020-08-30	Ana	Producto A	53	44.85008270891863
2020-08-31	Ana	Producto C	56	35.44889113540887
2020-09-01	Laura	Producto C	98	37.404138191862735
2020-09-02	Sofía	Producto B	9	98.46521915992308
2020-09-03	Laura	Producto B	22	67.84996721319351
2020-09-04	Sofía	Producto C	13	74.59085420141496
2020-09-05	Sofía	Producto C	89	97.89558735835082
2020-09-06	Carlos	Producto A	48	43.94816042118748
2020-09-07	Laura	Producto C	18	82.16561516075254
2020-09-08	María	Producto B	76	49.107786697404585
2020-09-09	Pedro	Producto A	40	88.25803046334818
2020-09-10	Pedro	Producto B	17	26.259178718017285
2020-09-11	Laura	Producto A	15	95.29175593578516
2020-09-12	Laura	Producto C	15	29.68945375697917
2020-09-13	Elena	Producto B	79	39.359845628283836
2020-09-14	Carlos	Producto A	63	78.05730106961025
2020-09-15	Laura	Producto A	39	45.437962740886604
2020-09-16	Elena	Producto C	13	64.7390239089802
2020-09-17	Sofía	Producto C	81	50.01161509624856
2020-09-18	Ana	Producto C	32	76.81329433808037
2020-09-19	Ana	Producto B	9	30.549812713174976
2020-09-20	Sofía	Producto A	40	15.26121885131893
2020-09-21	Luis	Producto C	20	36.99364577257596
2020-09-22	Elena	Producto B	90	52.687779838158725
2020-09-23	Elena	Producto B	91	25.12180469734107
2020-09-24	Sofía	Producto B	85	41.93175606907498
2020-09-25	María	Producto C	82	45.998471646421166
2020-09-26	Diego	Producto C	77	15.165265931944619
2020-09-27	Juan	Producto A	80	62.49765233657841
2020-09-28	Sofía	Producto A	73	89.59090851741587
2020-09-29	Laura	Producto C	63	23.65686216577472
2020-09-30	Laura	Producto B	76	63.80272120613626
2020-10-01	Carlos	Producto B	44	69.82652844197617
2020-10-02	Sofía	Producto B	38	47.74012123773595
2020-10-03	Carlos	Producto A	83	73.0987828627843
2020-10-04	Sofía	Producto B	60	46.96583891419108
2020-10-05	Elena	Producto A	71	55.41735591796914
2020-10-06	Juan	Producto A	99	10.661774009898428
2020-10-07	Elena	Producto B	48	72.254810272122
2020-10-08	Diego	Producto B	18	69.5208411050252
2020-10-09	Ana	Producto C	16	13.45607895937101
2020-10-10	Pedro	Producto C	55	43.14250966556198
2020-10-11	Sofía	Producto B	39	98.11286567125006
2020-10-12	Diego	Producto A	68	47.86629063117551
2020-10-13	Ana	Producto A	59	55.17508646186575
2020-10-14	Luis	Producto A	89	91.89371423437467
2020-10-15	Juan	Producto A	96	74.55356882791807
2020-10-16	Carlos	Producto A	62	62.38631180118012
2020-10-17	Carlos	Producto C	13	81.80242132069652
2020-10-18	Elena	Producto B	81	87.79296398103759
2020-10-19	Laura	Producto C	6	51.119926456354015
2020-10-20	Ana	Producto A	83	52.759752843865186
2020-10-21	Luis	Producto A	77	44.74458420866522
2020-10-22	Diego	Producto A	60	97.00355260166145
2020-10-23	Juan	Producto A	90	72.74496288613153
2020-10-24	Ana	Producto B	14	17.490075958726507
2020-10-25	Luis	Producto A	95	87.66636609817166
2020-10-26	Pedro	Producto B	54	53.250394675264126
2020-10-27	Sofía	Producto A	4	16.18785157802387
2020-10-28	Carlos	Producto B	39	59.47455296469799
2020-10-29	Diego	Producto C	72	47.54478510781318
2020-10-30	Carlos	Producto A	25	88.99744643763624
2020-10-31	Diego	Producto B	77	28.359514324844863
2020-11-01	Elena	Producto C	32	84.38181485429647
2020-11-02	Laura	Producto A	59	60.191982206690746
2020-11-03	Diego	Producto A	63	14.914927289212214
2020-11-04	Carlos	Producto A	38	97.46607711929362
2020-11-05	Elena	Producto B	92	56.135371969287995
2020-11-06	Diego	Producto B	53	36.17891688084242
2020-11-07	Pedro	Producto C	94	52.24661577903323
2020-11-08	Laura	Producto B	67	87.207200516574
2020-11-09	Diego	Producto B	28	37.441281194655716
2020-11-10	Elena	Producto A	3	27.340875683803027
2020-11-11	Ana	Producto A	98	21.61641222377933
2020-11-12	María	Producto A	80	36.80734585511901
2020-11-13	Luis	Producto A	22	80.20432783360391
2020-11-14	María	Producto A	96	52.44637286757355
2020-11-15	María	Producto A	38	30.4733443324186
2020-11-16	Juan	Producto A	72	24.95664996487743
2020-11-17	Pedro	Producto C	72	39.94565288593412
2020-11-18	Ana	Producto C	62	94.5931935597138
2020-11-19	Sofía	Producto C	57	40.872404133102194
2020-11-20	Diego	Producto C	6	98.93116683591718
2020-11-21	Luis	Producto A	78	53.670741018882055
2020-11-22	Laura	Producto C	32	26.124752646113578
2020-11-23	Ana	Producto A	99	90.20260826141585
2020-11-24	Carlos	Producto C	10	51.43198358213442
2020-11-25	Sofía	Producto B	3	73.87042091540721
2020-11-26	Juan	Producto C	59	98.53404248882366
2020-11-27	Juan	Producto C	76	14.51578152879766
2020-11-28	Ana	Producto A	49	18.702510380881044
2020-11-29	Elena	Producto C	59	74.84110673164805
2020-11-30	María	Producto B	31	35.36425029659248
2020-12-01	Carlos	Producto A	93	26.587125725508916
2020-12-02	Juan	Producto A	69	13.542569183775655
